GVKEY,LPERMNO,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,aqc,at,capx,ceq,che,csho,dlc,dltt,dv,emp,ppent,sale,sppe,xrd,costat,prcc_f,conml,gsector,sic,state
004418,33209,1557,2020/07/31,2020,INDL,C,D,STD,ENZ,294100102,ENZO BIOCHEM INC,USD,0.0000,112.5380,2.1700,58.3810,47.8650,47.8950,11.4650,21.3250,0.0000,0.4480,34.3980,74.5250,0.0000,4.4480,A,2.3800,Enzo Biochem Inc.,35,8071,NY
004423,52476,20659,2020/12/31,2020,INDL,C,D,STD,EFX,294429105,EQUIFAX INC,USD,61.4000,9611.8000,421.3000,3168.4000,1684.6000,121.8000,1101.1000,3277.3000,189.5000,,1139.4000,4127.5000,0.0000,,A,192.8400,Equifax Inc.,20,7323,GA
004450,31691,20666,2020/06/30,2020,INDL,C,D,STD,ESP,296650104,ESPEY MFG & ELECTRONICS CORP,USD,0.0000,38.2090,0.2140,31.2270,10.5440,2.4030,0.0000,0.0000,2.3880,0.1510,3.4670,31.5260,0.0000,0.0450,A,17.3198,Espey Manufacturing & Electronics Corp.,20,3679,NY
004462,42550,20672,2020/12/31,2020,INDL,C,D,STD,NEU,651587107,NEWMARKET CORP,USD,,1933.8750,93.3160,759.8240,125.1720,10.9210,13.4100,647.1720,83.4170,,726.4760,2010.9310,,140.3670,A,398.2900,NewMarket Corp,15,2860,VA
004498,87725,7518,2020/09/30,2020,INDL,C,D,STD,IIIN,45774W108,INSTEEL INDUSTRIES,USD,18.3560,337.9020,7.1140,264.8030,68.6880,19.3040,1.2300,1.3000,2.3130,0.8810,103.9140,472.6180,0.0400,,A,18.7000,Insteel Industries Inc,20,3310,NC
004510,19166,20681,2020/12/31,2020,INDL,C,D,STD,FMC,302491303,FMC CORP,USD,,10186.4000,67.2000,2984.2000,568.9000,129.7570,338.3000,2929.5000,,6.4000,771.7000,4642.1000,,287.9000,A,114.9300,FMC Corp.,15,2870,PA
004517,24205,20684,2020/12/31,2020,INDL,C,D,STD,NEE,65339F101,NEXTERA ENERGY INC,USD,1012.0000,127684.0000,6722.0000,36513.0000,1105.0000,1959.0760,6147.0000,41944.0000,2743.0000,,91803.0000,17997.0000,,,A,77.1500,NextEra Energy Inc,55,4911,FL
004579,34367,1632,2020/06/30,2020,INDL,C,D,STD,FARM,307675108,FARMER BROTHERS CO,USD,0.0000,392.6990,17.5600,111.8980,60.0130,17.3480,5.8540,137.6370,0.0000,1.2100,186.7500,501.3200,39.4770,,A,7.3400,Farmer Brothers Co,30,2090,TX
004605,58413,20697,2020/12/31,2020,INDL,C,D,STD,FRT,313747206,FEDERAL REALTY INVESTMENT TR,USD,0.0000,7607.6240,0.0000,2304.1600,816.8960,76.7270,428.7770,4007.0880,324.5960,0.3110,,842.0260,0.0000,0.0000,A,85.1200,Federal Realty Investment Trust,60,6798,MD
004640,34746,1741,2020/12/31,2020,INDL,C,D,STD,FITB,316773100,FIFTH THIRD BANCORP,USD,,204680.0000,,20995.0000,36546.0000,712.7600,1192.0000,15273.0000,,19.8720,,8413.0000,,,A,27.5700,Fifth Third Bancorp,40,6020,OH
004674,35044,1620,2020/12/31,2020,INDL,C,D,STD,RF,7591EP100,REGIONS FINANCIAL CORP,USD,,147389.0000,,16455.0000,17956.0000,960.0000,0.0000,3569.0000,,19.4060,1897.0000,6630.0000,,,A,16.1200,Regions Financial Corp,40,6020,AL
004685,35263,1658,2020/12/31,2020,INDL,C,D,STD,TRMK,898402102,TRUSTMARK CORP,USD,,16551.8400,,1741.1170,1952.5540,63.4250,332.7710,217.0670,,,225.1790,742.9280,,,A,27.3100,Trustmark Corp,40,6020,MS
004723,66157,1645,2020/12/31,2020,INDL,C,D,STD,USB,902973304,U S BANCORP,USD,,553905.0000,,47112.0000,62580.0000,1507.0000,11766.0000,41297.0000,,,3468.0000,25241.0000,,,A,46.5900,U.S. Bancorp,40,6020,MN
004759,54244,20733,2020/09/30,2020,INDL,C,D,STD,BDL,338517105,FLANIGANS ENTERPRISES INC,USD,0.0000,112.4840,2.6380,39.4310,29.9220,1.8590,12.9820,41.5660,0.0000,1.8040,74.0830,112.9770,0.0640,0.0000,A,17.8400,Flanigan's Enterprises Inc.,25,5812,FL
004771,36768,1768,2020/06/30,2020,INDL,C,D,STD,FLXS,339382103,FLEXSTEEL INDUSTRIES INC,USD,0.0000,237.2590,3.6880,175.5050,48.1970,7.8760,4.4080,7.6070,7.0220,0.6360,51.9950,366.9260,20.4670,4.0000,A,12.6300,Flexsteel Industries Inc,25,2510,IA
004826,37154,5152,2020/06/30,2020,INDL,C,D,STD,FONR,344437405,FONAR CORP,USD,0.0000,180.2590,7.5230,126.1870,36.8340,6.8300,3.5530,32.2210,0.0000,0.4240,54.0820,85.6900,0.0000,2.0250,A,21.3700,Fonar Corp,35,8071,NY
004839,25785,20750,2020/12/31,2020,INDL,C,D,STD,F,345370860,FORD MOTOR CO,USD,0.0000,267261.0000,5742.0000,30690.0000,49961.0000,3978.6950,51666.0000,111332.0000,596.0000,186.0000,66321.0000,127144.0000,,7100.0000,A,8.7900,Ford Motor Co,25,3711,MI
004885,37584,6407,2020/09/30,2020,INDL,C,D,STD,BEN,354613101,FRANKLIN RESOURCES INC,USD,3821.4000,20220.9000,103.7000,10114.5000,3957.5000,495.1170,76.4000,4895.1000,533.2000,11.8000,1348.6000,5566.5000,,,A,20.3500,Franklin Resources Inc,40,6282,CA
004926,37875,1868,2020/11/30,2020,INDL,C,D,STD,FUL,359694106,FULLER (H. B.) CO,USD,9.5000,4036.7040,87.2880,1381.3210,100.5340,51.9070,25.6310,1776.4830,33.4610,6.4280,699.1890,2790.2690,1.5060,36.9690,A,52.3300,H.B. Fuller Co.,15,2891,MN
004941,12036,20773,2020/12/31,2020,INDL,C,D,STD,GATX,361448103,GATX CORP,USD,,8937.6000,,1957.4000,292.6000,34.9820,23.6000,5710.9000,,,7544.1000,1209.2000,,,A,83.1800,GATX Corp.,20,4700,IL
004973,38093,7094,2020/12/31,2020,INDL,C,D,STD,AJG,363576109,ARTHUR J GALLAGHER & CO,USD,324.3000,22331.4000,99.3000,6186.2000,3574.3000,193.6510,367.4000,4586.9000,347.4000,32.4010,824.6000,7003.6000,,,A,123.7100,Arthur J. Gallagher & Co.,40,6411,IL
005024,18622,20787,2020/12/31,2020,INDL,C,D,STD,GAM,368802104,GENERAL AMERICAN INVESTORS,USD,,,,,,24.6440,,,,,,,,,A,37.1900,General American Investors Co Inc,,6726,NY
005046,12052,20791,2020/12/31,2020,INDL,C,D,STD,GD,369550108,GENERAL DYNAMICS CORP,USD,203.0000,51308.0000,967.0000,15661.0000,2824.0000,286.4780,3333.0000,11399.0000,1240.0000,100.7000,6761.0000,37925.0000,,374.0000,A,148.8200,General Dynamics Corp,20,3721,VA
005047,12060,20792,2020/12/31,2020,INDL,C,D,STD,GE,369604103,GENERAL ELECTRIC CO,USD,,253452.0000,,,43949.0000,8759.8730,4778.0000,70288.0000,,,44663.0000,79619.0000,,2565.0000,A,10.8000,General Electric Co,20,9997,MA
005050,46834,20793,2020/09/30,2020,INDL,C,D,STD,JOB,36165A102,GEE GROUP INC,USD,0.0000,120.0130,0.1190,27.3780,14.0740,17.6670,3.8580,71.2860,0.0000,0.2580,5.5290,129.8350,0.0000,,A,1.0000,GEE Group Inc,20,7361,FL
005072,14558,53687,2020/12/31,2020,INDL,C,D,STD,ALLY,02005N100,ALLY FINANCIAL INC,USD,,182165.0000,,14703.0000,15621.0000,374.6740,2136.0000,22006.0000,,,9639.0000,10882.0000,,,A,35.6600,Ally Financial Inc,40,6172,MI
005073,12369,53554,2020/12/31,2020,INDL,C,D,STD,GM,37045V100,GENERAL MOTORS CO,USD,,235194.0000,20533.0000,45030.0000,31619.0000,1400.0000,37122.0000,73950.0000,669.0000,155.0000,78451.0000,122485.0000,13399.0000,6200.0000,A,41.6400,General Motors Co,25,3711,MI
005234,16432,20834,2020/12/31,2020,INDL,C,D,STD,GT,382550101,GOODYEAR TIRE & RUBBER CO,USD,0.0000,16506.0000,647.0000,3078.0000,1624.0000,233.2200,756.0000,6116.0000,37.0000,62.0000,7924.0000,12287.0000,0.0000,390.0000,A,10.9100,Goodyear Tire & Rubber Co,25,3011,OH
005252,39571,2002,2020/12/31,2020,INDL,C,D,STD,GGG,384109104,GRACO INC,USD,27.5570,1988.1280,71.3380,1283.9040,378.9090,168.5680,22.1830,179.2240,116.9830,,388.5570,1650.1150,0.0000,72.1940,A,72.3500,Graco Inc.,20,3561,MN
005256,52695,20841,2020/12/31,2020,INDL,C,D,STD,GWW,384802104,GRAINGER (W W) INC,USD,0.0000,6295.0000,197.0000,2093.0000,585.0000,52.5240,8.0000,2389.0000,338.0000,,1395.0000,11797.0000,,0.0000,A,408.3400,Grainger (W.W.) Inc,20,5000,IL
005338,83264,27374,2020/10/31,2020,INDL,C,D,STD,GEF,397624107,GREIF INC  -CL A,USD,0.0000,5510.9000,136.8000,1152.2000,105.9000,48.4500,205.5000,2596.1000,104.3000,16.0000,1839.0000,4515.0000,,,A,40.5900,Greif Inc.,15,2650,OH
005338,83233,27374,2020/10/31,2020,INDL,C,D,STD,GEF,397624107,GREIF INC  -CL A,USD,0.0000,5510.9000,136.8000,1152.2000,105.9000,48.4500,205.5000,2596.1000,104.3000,16.0000,1839.0000,4515.0000,,,A,40.5900,Greif Inc.,15,2650,OH
005439,23819,20868,2020/12/31,2020,INDL,C,D,STD,HAL,406216101,HALLIBURTON CO,USD,0.0000,20680.0000,728.0000,4974.0000,2563.0000,885.0000,970.0000,10008.0000,278.0000,40.0000,5224.0000,14445.0000,286.0000,309.0000,A,18.9000,Halliburton Co,10,1389,TX
005457,56936,20873,2020/12/31,2020,INDL,C,D,STD,JHS,410123103,HANCOCK (JOHN) INCOME SEC,USD,,,,,,11.6470,,,,,,,,,A,15.7300,Hancock (John) Income Securities Trust,,6726,MA
005518,52978,20887,2020/12/31,2020,INDL,C,D,STD,HAS,418056107,HASBRO INC,USD,,10818.3850,125.7540,2936.7370,1449.6760,137.0300,439.1970,4660.0150,372.6520,,489.0410,5465.4430,0.0000,259.5220,A,93.5400,Hasbro Inc.,25,3944,RI
005543,65947,2105,2020/12/31,2020,INDL,C,D,STD,WELL,95040Q104,WELLTOWER INC,USD,0.0000,32483.6420,0.0000,15972.7190,2021.0430,417.4010,451.0380,13765.9480,1119.2320,0.4230,,4597.8840,0.0000,0.0000,A,64.6200,Welltower Inc,60,6798,OH
005567,32678,20898,2020/10/31,2020,INDL,C,D,STD,HEI,422806109,HEICO CORP,USD,163.9390,3547.7110,22.9400,1980.1770,406.8520,135.1180,15.2250,782.9000,21.5520,5.2000,225.9510,1787.0090,0.0000,65.5590,A,105.0500,HEICO Corp,20,3724,FL
005567,85945,20898,2020/10/31,2020,INDL,C,D,STD,HEI,422806109,HEICO CORP,USD,163.9390,3547.7110,22.9400,1980.1770,406.8520,135.1180,15.2250,782.9000,21.5520,5.2000,225.9510,1787.0090,0.0000,65.5590,A,105.0500,HEICO Corp,20,3724,FL
005568,15408,55296,2020/12/31,2020,INDL,C,D,STD,KHC,500754106,KRAFT HEINZ CO,USD,0.0000,99830.0000,596.0000,50103.0000,3417.0000,1223.0000,236.0000,28070.0000,1958.0000,,6876.0000,26185.0000,0.0000,,A,34.6600,The Kraft Heinz Co,30,2030,PA
005581,32707,20902,2020/09/30,2020,INDL,C,D,STD,HP,423452101,HELMERICH & PAYNE,USD,,4829.6210,140.7950,3318.5140,622.7960,107.4880,11.3640,514.6130,260.3350,4.1380,3690.9240,1773.9270,,21.6450,A,14.6500,Helmerich & Payne Inc.,10,1381,OK
005597,16600,20906,2020/12/31,2020,INDL,C,D,STD,HSY,427866108,HERSHEY CO,USD,,9131.8450,,2237.8830,1143.9870,208.1270,512.8700,4089.7550,,,2285.2550,8149.7190,,,A,152.3300,Hershey Co (The),30,2060,PA
005606,27828,20908,2020/10/31,2020,INDL,C,D,STD,HPQ,40434L105,HP INC,USD,0.0000,34681.0000,580.0000,-2228.0000,5138.0000,1303.9270,949.0000,6447.0000,997.0000,53.0000,3734.0000,56639.0000,3.0000,1478.0000,A,17.9600,HP Inc,45,3570,CA
005608,61567,2130,2020/12/31,2020,INDL,C,D,STD,HXL,428291108,HEXCEL CORP,USD,0.0000,2917.8000,50.6000,1510.2000,103.3000,83.6000,,925.5000,14.2000,,1874.2000,1502.4000,0.0000,46.6000,A,48.4900,Hexcel Corp,20,2821,CT
005639,52716,20913,2020/09/30,2020,INDL,C,D,STD,HRC,431475102,HILL-ROM HOLDINGS INC,USD,28.4000,4671.1000,105.9000,1726.1000,296.5000,66.6410,245.1000,1710.1000,58.0000,10.0000,378.4000,2881.0000,2.5000,136.5000,A,83.5100,Hill-Rom Holdings Inc,35,2590,IL
005709,32870,20932,2020/10/31,2020,INDL,C,D,STD,HRL,440452100,HORMEL FOODS CORP,USD,270.7900,9908.2820,367.5010,6425.5480,1731.6460,539.8870,270.7160,1088.0610,487.3760,19.1000,1951.3410,9608.4620,1.9160,31.9000,A,48.6900,Hormel Foods Corp,30,2011,MN
005750,65285,20942,2020/10/31,2020,INDL,C,D,STD,HOV,442487401,HOVNANIAN ENTRPRS INC  -CL A,USD,,1827.3420,3.3800,-572.2280,309.4600,6.1420,87.2000,1718.4850,0.0000,1.6970,38.2010,2343.9010,,,A,31.7600,Hovnanian Enterprises Inc.,25,1531,NJ
005763,50585,20867,2020/10/31,2020,INDL,C,D,STD,UBA,917286205,URSTADT BIDDLE PROPERTIES,USD,,1010.1790,0.0000,346.0710,40.7950,40.0700,0.0000,293.8260,44.2060,0.0950,,130.0020,0.0000,0.0000,A,9.5100,Urstadt Biddle Properties Inc.,60,6798,CT
005763,86313,20867,2020/10/31,2020,INDL,C,D,STD,UBA,917286205,URSTADT BIDDLE PROPERTIES,USD,,1010.1790,0.0000,346.0710,40.7950,40.0700,0.0000,293.8260,44.2060,0.0950,,130.0020,0.0000,0.0000,A,9.5100,Urstadt Biddle Properties Inc.,60,6798,CT
005764,32942,20945,2020/12/31,2020,INDL,C,D,STD,HUBB,443510607,HUBBELL INC,USD,239.6000,5085.1000,88.4000,2070.0000,268.9000,54.2360,153.1000,1436.9000,201.4000,,519.2000,4186.0000,0.0000,,A,156.7900,Hubbell Inc,20,3640,CT
005764,32934,20945,2020/12/31,2020,INDL,C,D,STD,HUBB,443510607,HUBBELL INC,USD,239.6000,5085.1000,88.4000,2070.0000,268.9000,54.2360,153.1000,1436.9000,201.4000,,519.2000,4186.0000,0.0000,,A,156.7900,Hubbell Inc,20,3640,CT
005786,42906,2093,2020/12/31,2020,INDL,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,,123038.0000,,10802.0000,6712.0000,1017.1970,183.0000,8352.0000,,15.4770,757.0000,5238.0000,,,A,12.6300,Huntington Bancshares Inc,40,6020,OH
005788,42922,2235,2020/10/31,2020,INDL,C,D,STD,HURC,447324104,HURCO COS INC,USD,0.0000,295.6550,0.6830,231.1480,57.8590,6.5650,4.1320,7.9890,3.4200,0.7100,23.6690,170.6270,0.1060,3.5000,A,29.8400,Hurco Cos Inc,20,3823,IN
005831,78892,11963,2020/09/30,2020,INDL,C,D,STD,IEC,44949L105,IEC ELECTRONICS CORP,USD,0.0000,122.9640,6.2680,39.1550,0.3120,10.5010,0.4970,28.2760,0.0000,0.8600,23.8470,182.7140,0.0000,,A,8.6500,IEC Electronics Corp,45,3672,NY
005878,56573,20968,2020/12/31,2020,INDL,C,D,STD,ITW,452308109,ILLINOIS TOOL WORKS,USD,,15612.0000,236.0000,3181.0000,2564.0000,316.5200,350.0000,7772.0000,,43.0000,1777.0000,12574.0000,,,A,203.8800,Illinois Tool Works Inc.,20,3560,IL
005959,12431,20977,2020/12/31,2020,INDL,C,D,STD,TT,G8994E103,TRANE TECHNOLOGIES PLC,USD,,18156.7000,146.2000,6407.7000,3289.9000,238.8080,914.4000,4773.0000,507.3000,35.0000,1758.5000,12454.7000,0.1000,165.0000,A,145.1600,Trane Technologies plc,20,3585,
005987,46463,20981,2020/09/30,2020,INDL,C,D,STD,GFF,398433102,GRIFFON CORP,USD,10.5310,2456.0170,48.9980,700.1510,219.7920,56.1290,41.7700,1173.0960,14.5290,7.4000,505.5910,2407.5220,0.3520,15.4000,A,19.5400,Griffon Corp.,20,3420,NY
006008,59328,2367,2020/12/31,2020,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,837.0000,153091.0000,14259.0000,81038.0000,23895.0000,4062.0000,2677.0000,34251.0000,5568.0000,110.6000,57188.0000,77867.0000,,13556.0000,A,49.8200,Intel Corp,45,3674,CA
006013,72119,20982,2020/12/31,2020,INDL,C,D,STD,INS,45816D100,INTELLIGENT SYSTEM CORP,USD,,57.0250,,44.1510,37.9560,8.8860,0.0000,1.9940,,,,35.8730,,5.1530,A,40.1100,Intelligent System Corp,45,7372,GA
006078,40272,20991,2020/12/31,2020,INDL,C,D,STD,IFF,459506101,INTL FLAVORS & FRAGRANCES,USD,,13555.6710,191.7940,6323.0350,656.8360,106.9330,634.1590,3779.3590,322.5840,,,5084.2390,,356.8630,A,108.8400,International Flavors & Fragrances Inc,15,2860,NY
006081,12503,21265,2020/10/31,2020,INDL,C,D,STD,NAV,63934E108,NAVISTAR INTERNATIONAL CORP,USD,0.0000,6637.0000,245.0000,-3828.0000,1907.0000,99.6000,670.0000,4782.0000,0.0000,11.0000,1417.0000,7503.0000,13.0000,321.0000,A,43.1100,Navistar International Corp,20,3711,IL
006104,21573,20994,2020/12/31,2020,INDL,C,D,STD,IP,460146103,INTL PAPER CO,USD,65.0000,31718.0000,751.0000,7854.0000,595.0000,393.1000,29.0000,8379.0000,806.0000,,12987.0000,20580.0000,8.0000,,A,49.7200,International Paper Co,15,2631,TN
006158,45728,7029,2020/12/31,2020,INDL,C,D,STD,IVC,461203101,INVACARE CORP,USD,,945.9810,22.3040,333.8460,105.2980,34.4180,15.3300,311.2750,,,135.3660,850.6890,0.3960,,A,8.9500,Invacare Corp,35,3842,OH
006216,52329,21011,2020/09/30,2020,INDL,C,D,STD,J,469814107,JACOBS ENGINEERING GROUP INC,USD,293.5800,12354.3530,118.2690,5815.7120,1209.9340,129.7480,164.3120,2412.1430,,55.0000,896.2860,13566.9750,,,A,92.7700,Jacobs Engineering Group Inc.,20,1600,TX
006239,86804,35031,2020/11/30,2020,INDL,C,D,STD,LUK2,47299V003,JEFFERIES GROUP LLC,USD,0.0000,47751.9970,101.3110,6348.7430,12820.5360,,19338.2380,7217.1970,498.6740,3.9220,847.1270,6152.3060,,,A,,Jefferies Group LLC,40,6211,NY
006268,45356,21791,2020/09/30,2020,INDL,C,D,STD,JCI,G51502105,JOHNSON CONTROLS INTL PLC,USD,77.0000,40815.0000,443.0000,17447.0000,1960.0000,726.2230,625.0000,8401.0000,790.0000,97.0000,4249.0000,22317.0000,127.0000,274.0000,A,40.8500,Johnson Controls International Plc,20,3585,
006304,46886,2551,2020/06/30,2020,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,90.1430,9279.9600,152.6750,2665.4240,1980.4720,155.4610,28.9940,3540.5550,522.4210,10.6000,620.6140,5806.4240,0.0000,863.8640,A,194.4800,KLA Corp,45,3827,CA
006310,12558,53667,2020/12/31,2020,INDL,C,D,STD,KMI,49456B101,KINDER MORGAN INC,USD,16.0000,71973.0000,1707.0000,31436.0000,1209.0000,2264.2570,2598.0000,32394.0000,2362.0000,10.5240,36139.0000,11700.0000,,,A,13.6700,Kinder Morgan Inc.,10,4923,TX
006335,12650,21033,2020/12/31,2020,INDL,C,D,STD,KSU,485170302,KANSAS CITY SOUTHERN,USD,0.0000,9964.0000,490.1000,4051.8000,188.2000,91.0470,31.0000,3809.8000,152.3000,6.5220,6685.2000,2632.6000,12.9000,,A,204.1300,Kansas City Southern,20,4011,MO
006375,26825,21041,2020/12/31,2020,INDL,C,D,STD,K,487836108,KELLOGG CO,USD,0.0000,17996.0000,505.0000,3112.0000,435.0000,344.0000,846.0000,7266.0000,782.0000,,4371.0000,13770.0000,,,A,62.2300,Kellogg Co,30,2040,MI
006386,44134,21045,2020/06/30,2020,INDL,C,D,STD,KMT,489170100,KENNAMETAL INC,USD,0.0000,3037.5910,244.1510,1229.8850,606.6840,82.9230,513.6140,629.4550,66.3030,8.9890,1086.3060,1885.3050,2.6220,38.7000,A,28.7100,Kennametal Inc.,20,3540,PA
006416,47619,6093,2020/06/30,2020,INDL,C,D,STD,KTCC,493144109,KEY TRONIC CORP,USD,0.0000,304.8610,8.6230,115.5570,0.5530,10.7600,12.0570,75.9760,0.0000,5.7410,49.3320,449.4800,0.6960,7.3910,A,5.3000,Key Tronic Corp,45,3670,WA
006433,47715,2498,2020/06/30,2020,INDL,C,D,STD,KBAL,494274103,KIMBALL INTERNATIONAL  -CL B,USD,0.0000,386.2670,17.5510,244.7960,97.0920,36.9130,4.9130,16.7190,12.9210,2.8080,108.5020,727.8590,,5.0000,A,11.5600,Kimball International Inc,20,2520,IN
006435,17750,21055,2020/12/31,2020,INDL,C,D,STD,KMB,494368103,KIMBERLY-CLARK CORP,USD,1083.0000,17523.0000,1217.0000,626.0000,303.0000,338.7240,619.0000,8301.0000,1451.0000,46.0000,8582.0000,19140.0000,31.0000,276.0000,A,134.8300,Kimberly-Clark Corp,30,2621,TX
006497,48072,2573,2020/06/30,2020,INDL,C,D,STD,KOSS,500692108,KOSS CORP,USD,0.0000,22.5800,0.4240,15.1560,3.9990,7.4050,0.7840,2.3050,0.0000,0.0340,3.5660,18.3120,0.0000,0.3970,A,1.3600,Koss Corp,25,3651,WI
006509,48144,2552,2020/09/30,2020,INDL,C,D,STD,KLIC,501242101,KULICKE & SOFFA INDUSTRIES,USD,0.0000,1054.5660,11.7190,757.9940,530.1270,61.5580,5.9030,18.3250,30.2330,2.8360,81.8350,623.1760,0.0500,123.4590,A,22.4000,Kulicke and Soffa Industries Inc,45,3559,
006527,89456,7459,2020/06/30,2020,INDL,C,D,STD,LYTS,50216C108,LSI INDUSTRIES INC,USD,0.0000,172.2630,2.7390,125.7000,3.5170,26.2860,0.6150,10.7760,5.2760,1.0720,35.1980,305.5580,20.1500,3.6000,A,6.4700,LSI Industries Inc,20,3640,OH
006547,12781,21080,2020/09/30,2020,INDL,C,D,STD,SR,84857L101,SPIRE INC,USD,0.0000,8241.2000,638.4000,2280.3000,4.1000,51.6120,714.9000,2482.1000,142.8000,3.5830,4745.2000,1855.4000,0.0000,,A,53.2000,Spire Inc,55,4924,MO
006565,48486,7013,2020/06/30,2020,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,0.0000,14559.0470,203.2390,5172.4940,6710.2520,145.3310,889.3570,5094.7370,656.8380,11.3000,1246.0820,10044.7360,0.0000,1252.4120,A,323.4600,Lam Research Corp,45,3559,CA
006573,48523,2600,2020/06/30,2020,INDL,C,D,STD,LANC,513847103,LANCASTER COLONY CORP,USD,0.0000,993.3530,82.6420,783.3000,198.2730,27.5240,7.3370,19.4730,75.6440,3.2000,316.2650,1334.3880,0.1290,,A,154.9900,Lancaster Colony Corp,30,2030,OH
006639,50286,21090,2020/09/30,2020,INDL,C,D,STD,LEE,523768109,LEE ENTERPRISES INC,USD,130.9850,864.0570,8.0960,-31.5640,33.7330,58.3530,22.3100,586.9310,0.0000,5.6130,176.5420,618.0040,,,A,0.8388,Lee Enterprises Inc,50,2711,IA
006649,60943,2636,2020/12/31,2020,INDL,C,D,STD,LEG,524660107,LEGGETT & PLATT INC,USD,,4754.0000,66.2000,1390.3000,348.9000,132.6000,93.3000,1971.4000,211.5000,,946.4000,4280.2000,,,A,44.3000,Leggett & Platt Inc,25,2510,MO
006669,52708,21095,2020/11/30,2020,INDL,C,D,STD,LEN,526057104,LENNAR CORP,USD,0.0000,29935.1770,72.7520,17994.8560,2932.7300,312.6990,1605.4970,5938.9220,195.0430,9.4950,524.9080,22488.8540,,,A,75.8600,Lennar Corp,25,1531,FL
006669,89731,21095,2020/11/30,2020,INDL,C,D,STD,LEN,526057104,LENNAR CORP,USD,0.0000,29935.1770,72.7520,17994.8560,2932.7300,312.6990,1605.4970,5938.9220,195.0430,9.4950,524.9080,22488.8540,,,A,75.8600,Lennar Corp,25,1531,FL
006682,20415,21097,2020/11/30,2020,INDL,C,D,STD,JEF,47233W109,JEFFERIES FINANCIAL GRP INC,USD,0.0000,53118.3520,176.9580,9403.8930,14803.4950,249.7510,19448.9840,8586.4460,160.9400,4.9450,897.2040,6955.9300,,,A,22.7300,Jefferies Financial Group Inc,40,6211,NY
006742,49015,21105,2020/12/31,2020,INDL,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,,365944.0000,,22699.0000,6209.0000,192.3000,0.0000,6682.0000,,,,17439.0000,,,A,50.3100,Lincoln National Corp,40,6311,PA
006774,21178,21110,2020/12/31,2020,INDL,C,D,STD,LMT,539830109,LOCKHEED MARTIN CORP,USD,282.0000,50710.0000,1766.0000,6015.0000,3160.0000,279.0000,774.0000,12510.0000,2764.0000,114.0000,8213.0000,65398.0000,0.0000,1300.0000,A,354.9800,Lockheed Martin Corp,20,3760,MD
006781,26710,21111,2020/12/31,2020,INDL,C,D,STD,L,540424108,LOEWS CORP,USD,58.0000,80236.0000,710.0000,17860.0000,6652.0000,269.2110,37.0000,10573.0000,70.0000,12.2000,10821.0000,13667.0000,,,A,45.0200,Loews Corp,40,6331,NY
006831,64020,2728,2020/08/31,2020,INDL,C,D,STD,LUB,549282101,LUBYS INC,USD,0.0000,177.4030,2.1200,73.5990,21.8250,30.6250,3.9030,71.9450,0.0000,3.0740,117.3550,214.0220,,0.0000,A,1.1500,Luby's Inc.,25,5812,TX
006865,66245,21130,2020/12/31,2020,INDL,C,D,STD,MDC,552676108,MDC HOLDINGS INC,USD,0.0000,3864.9200,26.7770,2119.9120,503.9720,64.8510,202.3900,1078.3200,89.0080,1.7730,91.1060,3901.2110,0.0000,,A,48.6000,M.D.C. Holdings Inc.,25,1531,CO
006900,50623,3083,2020/09/30,2020,INDL,C,D,STD,MTSC,553777103,MTS SYSTEMS CORP,USD,49.3610,1150.2310,23.8930,221.1830,88.9130,19.2640,50.3020,553.7490,17.2050,3.6000,114.5880,828.5860,0.9480,28.1090,A,19.1100,MTS Systems Corp,45,3829,MN
006994,51263,2767,2020/12/31,2020,INDL,C,D,STD,MTW,563571405,MANITOWOC CO,USD,0.0000,1603.5000,26.3000,643.5000,128.7000,34.5810,10.5000,328.8000,0.0000,,332.2000,1443.4000,0.5000,,A,13.3100,Manitowoc Co Inc (The),20,3530,WI
007034,51530,2775,2020/06/30,2020,INDL,C,D,STD,MARPS,568423107,MARINE PETROLEUM TRUST,USD,,0.9370,,0.9370,0.9340,2.0000,0.0000,0.0000,,0.0000,0.0000,0.7740,,,A,1.8800,Marine Petroleum Trust,10,6792,TX
007065,45751,21158,2020/12/31,2020,INDL,C,D,STD,MMC,571748102,MARSH & MCLENNAN COS,USD,668.0000,33030.0000,348.0000,9260.0000,2089.0000,508.0000,859.0000,12720.0000,943.0000,,2750.0000,17224.0000,,,A,117.0000,Marsh & McLennan Companies Inc,40,6411,NY
007085,34032,21161,2020/12/31,2020,INDL,C,D,STD,MAS,574599106,MASCO CORP,USD,227.0000,5777.0000,114.0000,195.0000,1326.0000,258.2000,42.0000,2941.0000,145.0000,18.0000,1074.0000,7188.0000,1.0000,,A,54.9300,Masco Corp,20,3430,MI
